Language,Emoji&hashtag,Train/test,Model,Model_Specification,TF-IDF,Balance,Average_accuracy_30IT,Std_deviation
Portuguese,No,60/40,Naive Bayes,Multinomial,No,No,94.11755858376199,0.2047506474554803
Portuguese,No,60/40,Naive Bayes,Bernoulli,Yes,Yes,77.7916360968452,1.5612611137982777
Portuguese,No,60/40,Naive Bayes,Bernoulli,Yes,No,93.85795505820775,0.1586372348679034
Portuguese,No,60/40,Naive Bayes,Bernoulli,No,Yes,77.49082905355833,1.3689797436923814
Portuguese,No,60/40,Naive Bayes,Bernoulli,No,No,93.81193033119754,0.1190442926822742
Portuguese,No,60/40,SVM,"Linear kernel, small C",Yes,Yes,73.35778919051113,3.5890806023310056
Portuguese,No,60/40,SVM,"Linear kernel, small C",Yes,No,94.0733387480071,0.20712140129723006
Portuguese,No,60/40,SVM,"Linear kernel, small C",No,Yes,78.76987038395696,0.9321223458347809
Portuguese,No,60/40,SVM,"Linear kernel, small C",No,No,95.16620040309238,0.17317558429688104
Portuguese,No,60/40,SVM,"Linear kernel, standard C",Yes,Yes,80.46955245781365,1.32151550723872
Portuguese,No,60/40,SVM,"Linear kernel, standard C",Yes,No,95.25614415064825,0.1600951372164901
Portuguese,No,60/40,SVM,"Linear kernel, standard C",No,Yes,79.52555637075079,1.305765572380571
Portuguese,No,60/40,SVM,"Linear kernel, standard C",No,No,94.68910748127425,0.1438017567918659
Portuguese,No,60/40,SVM,"Linear kernel, large C",Yes,Yes,77.47370995353387,1.1335776261343362
Portuguese,No,60/40,SVM,"Linear kernel, large C",Yes,No,94.02671239057847,0.2030187992038582
Portuguese,No,60/40,SVM,"Linear kernel, large C",No,Yes,78.0166299828809,1.1340687445412316
Portuguese,No,60/40,SVM,"Linear kernel, large C",No,No,93.47411485124688,0.2273626159929375
Portuguese,No,60/40,SVM,"RBF kernel, small C",Yes,Yes,56.01369528001956,8.514077707410328
Portuguese,No,60/40,SVM,"RBF kernel, small C",Yes,No,93.88502842703727,0.17090854221647458
Portuguese,No,60/40,SVM,"RBF kernel, small C",No,Yes,66.82807532404011,3.628683623679337
Portuguese,No,60/40,SVM,"RBF kernel, small C",No,No,93.90578467647325,0.15731374970472795
Portuguese,No,60/40,SVM,"RBF kernel, standard C",Yes,Yes,80.23233064318904,1.3037383696001814
Portuguese,No,60/40,SVM,"RBF kernel, standard C",Yes,No,95.162891435791,0.15189807198247052
Portuguese,No,60/40,SVM,"RBF kernel, standard C",No,Yes,78.93372462704818,1.0540328674051003
Portuguese,No,60/40,SVM,"RBF kernel, standard C",No,No,95.22094877116987,0.16937488993564384
Portuguese,No,60/40,SVM,"RBF kernel, large C",Yes,Yes,80.00978234287112,1.0294444489205974
Portuguese,No,60/40,SVM,"RBF kernel, large C",Yes,No,95.21824143428692,0.1734550935508095
Portuguese,No,60/40,SVM,"RBF kernel, large C",No,Yes,80.04891171435558,1.1587517286604596
Portuguese,No,60/40,SVM,"RBF kernel, large C",No,No,95.27329061757362,0.1590806573053474
Portuguese,No,60/40,LR,"Liblinear solver, small C",Yes,Yes,77.87234042553192,2.1930518939822488
Portuguese,No,60/40,LR,"Liblinear solver, small C",Yes,No,93.79719038594591,0.18195097624732043
Portuguese,No,60/40,LR,"Liblinear solver, small C",No,Yes,78.27586206896552,1.049730212323041
Portuguese,No,60/40,LR,"Liblinear solver, small C",No,No,94.57509851698101,0.13792009420770254
Portuguese,No,60/40,LR,"Liblinear solver, standard C",Yes,Yes,80.25678650036684,1.125503702287946
Portuguese,No,60/40,LR,"Liblinear solver, standard C",Yes,No,94.66564389495532,0.1828595942779284
Portuguese,No,60/40,LR,"Liblinear solver, standard C",No,Yes,79.90706774272438,1.0439469866730413
Portuguese,No,60/40,LR,"Liblinear solver, standard C",No,No,95.13912703426286,0.14757473562899828
Portuguese,No,60/40,LR,"Liblinear solver, large C",Yes,Yes,79.99021765712888,0.8409303632465525
Portuguese,No,60/40,LR,"Liblinear solver, large C",Yes,No,95.00285774448756,0.184626155934063
Portuguese,No,60/40,LR,"Liblinear solver, large C",No,Yes,79.71875764245537,0.8119006745815818
Portuguese,No,60/40,LR,"Liblinear solver, large C",No,No,94.86327948741088,0.16445732738764304
Portuguese,No,60/40,LR,"Lbfgs solver, small C",Yes,Yes,78.0410858400587,1.5960637964250377
Portuguese,No,60/40,LR,"Lbfgs solver, small C",Yes,No,93.85133712360496,0.17781382602921808
Portuguese,No,60/40,LR,"Lbfgs solver, small C",No,Yes,78.71606749816581,1.2325556248723897
Portuguese,No,60/40,LR,"Lbfgs solver, small C",No,No,94.57389525614416,0.1971460133368812
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,79.83859134262656,0.9007113023599026
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",Yes,No,94.6809854706254,0.19722671730279878
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",No,Yes,80.17608217168012,0.731496751668389
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",No,No,95.22455855368047,0.18331566132570323
Portuguese,No,60/40,LR,"Lbfgs solver, large C",Yes,Yes,79.63560772805087,1.076501318033039
Portuguese,No,60/40,LR,"Lbfgs solver, large C",Yes,No,95.03083355894474,0.1580676613684278
Portuguese,No,60/40,LR,"Lbfgs solver, large C",No,Yes,79.99021765712888,1.0477095669217698
Portuguese,No,60/40,LR,"Lbfgs solver, large C",No,No,94.93607676804139,0.15883420239932064
Portuguese,No,70/30,Naive Bayes,Multinomial,Yes,Yes,78.74755381604697,1.2300295853694405
Portuguese,No,70/30,Naive Bayes,Multinomial,Yes,No,93.85994465166647,0.21152293179094483
Portuguese,No,70/30,Naive Bayes,Multinomial,No,Yes,78.73450750163079,1.273787958337463
Portuguese,No,70/30,Naive Bayes,Multinomial,No,No,94.10941322744956,0.23003169352568656
Portuguese,No,70/30,Naive Bayes,Bernoulli,Yes,Yes,78.11154598825831,1.2981300431557754
Portuguese,No,70/30,Naive Bayes,Bernoulli,Yes,No,93.73521036377491,0.19355902341913006
Portuguese,No,70/30,Naive Bayes,Bernoulli,No,Yes,77.90606653620353,1.3488306626876783
Portuguese,No,70/30,Naive Bayes,Bernoulli,No,No,93.81502426503027,0.24021892791609184
Portuguese,No,70/30,SVM,"Linear kernel, small C",Yes,Yes,74.87932159165035,3.5755220718322582
Portuguese,No,70/30,SVM,"Linear kernel, small C",Yes,No,94.12064332410861,0.209061935695848
Portuguese,No,70/30,SVM,"Linear kernel, small C",No,Yes,79.68036529680366,1.1896246709290519
Portuguese,No,70/30,SVM,"Linear kernel, small C",No,No,95.09164561023543,0.1990420793314457
Portuguese,No,70/30,SVM,"Linear kernel, standard C",Yes,Yes,80.92954990215264,0.8976505593180126
Portuguese,No,70/30,SVM,"Linear kernel, standard C",Yes,No,95.14378534472387,0.2438310523943689
Portuguese,No,70/30,SVM,"Linear kernel, standard C",No,Yes,80.11415525114155,1.293680278692614
Portuguese,No,70/30,SVM,"Linear kernel, standard C",No,No,94.6604901135042,0.2090189486473656
Portuguese,No,70/30,SVM,"Linear kernel, large C",Yes,Yes,78.55512067840834,0.9556289041913084
Portuguese,No,70/30,SVM,"Linear kernel, large C",Yes,No,94.15633898848915,0.19353322987897112
Portuguese,No,70/30,SVM,"Linear kernel, large C",No,Yes,78.9269406392694,1.0124616367991628
Portuguese,No,70/30,SVM,"Linear kernel, large C",No,No,93.40993863554326,0.2835956288364901
Portuguese,No,70/30,SVM,"RBF kernel, small C",Yes,Yes,57.064579256360076,8.16608224824072
Portuguese,No,70/30,SVM,"RBF kernel, small C",Yes,No,93.89283279188224,0.1998118417203898
Portuguese,No,70/30,SVM,"RBF kernel, small C",No,Yes,69.39986953685585,2.945630100473071
Portuguese,No,70/30,SVM,"RBF kernel, small C",No,No,93.87919624593911,0.19537697691713826
Portuguese,No,70/30,SVM,"RBF kernel, standard C",Yes,Yes,80.7566862361383,1.1192753038905199
Portuguese,No,70/30,SVM,"RBF kernel, standard C",Yes,No,95.17226166125215,0.17865390974704096
Portuguese,No,70/30,SVM,"RBF kernel, standard C",No,Yes,79.62818003913894,0.942520521244709
Portuguese,No,70/30,SVM,"RBF kernel, standard C",No,No,95.24886696346208,0.1944185617809314
Portuguese,No,70/30,SVM,"RBF kernel, large C",Yes,Yes,80.36203522504893,1.2110276175572936
Portuguese,No,70/30,SVM,"RBF kernel, large C",Yes,No,95.27814542975173,0.21618091304689654
Portuguese,No,70/30,SVM,"RBF kernel, large C",No,Yes,80.42400521852576,1.1914548780333456
Portuguese,No,70/30,SVM,"RBF kernel, large C",No,No,95.26851963261541,0.2102335114872748
Portuguese,No,70/30,LR,"Liblinear solver, small C",Yes,Yes,78.54207436399217,1.7112728469011194
Portuguese,No,70/30,LR,"Liblinear solver, small C",Yes,No,93.90967793687082,0.22951894542322424
Portuguese,No,70/30,LR,"Liblinear solver, small C",No,Yes,78.95955642530986,1.2584427282055763
Portuguese,No,70/30,LR,"Liblinear solver, small C",No,No,94.67372558456664,0.2649230739916801
Portuguese,No,70/30,LR,"Liblinear solver, standard C",Yes,Yes,80.35551206784083,1.2511283822836268
Portuguese,No,70/30,LR,"Liblinear solver, standard C",Yes,No,94.7655717322424,0.23387989433754405
Portuguese,No,70/30,LR,"Liblinear solver, standard C",No,Yes,80.662100456621,1.2364766879221276
Portuguese,No,70/30,LR,"Liblinear solver, standard C",No,No,95.14859824329203,0.16153463695574508
Portuguese,No,70/30,LR,"Liblinear solver, large C",Yes,Yes,79.93150684931507,1.258932336822163
Portuguese,No,70/30,LR,"Liblinear solver, large C",Yes,No,94.97052099627,0.1672618061165211
Portuguese,No,70/30,LR,"Liblinear solver, large C",No,Yes,80.27723418134377,0.9199314607079945
Portuguese,No,70/30,LR,"Liblinear solver, large C",No,No,94.9099586892873,0.21569078839550943
Portuguese,No,70/30,LR,"Lbfgs solver, small C",Yes,Yes,78.66275277234182,1.6214818635997545
Portuguese,No,70/30,LR,"Lbfgs solver, small C",Yes,No,93.85232422893354,0.234358606716135
Portuguese,No,70/30,LR,"Lbfgs solver, small C",No,Yes,78.75733855185909,1.4089152600210273
Portuguese,No,70/30,LR,"Lbfgs solver, small C",No,No,94.72466209441302,0.2323422461401288
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,80.81539465101109,1.1387502196906807
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",Yes,No,94.75474271046404,0.1838118964305794
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",No,Yes,80.51532941943901,1.1282064586209966
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",No,No,95.24004331608711,0.16135528796682055
Portuguese,No,70/30,LR,"Lbfgs solver, large C",Yes,Yes,80.20221787345075,1.4289211157414436
Portuguese,No,70/30,LR,"Lbfgs solver, large C",Yes,No,95.03228652789475,0.15453223815550746
Portuguese,No,70/30,LR,"Lbfgs solver, large C",No,Yes,80.30006523157208,1.3295856696801123
Portuguese,No,70/30,LR,"Lbfgs solver, large C",No,No,94.83977058516825,0.19089444188340982
Portuguese,No,80/20,Naive Bayes,Multinomial,Yes,Yes,78.07429130009776,1.7085396877592638
Portuguese,No,80/20,Naive Bayes,Multinomial,Yes,No,93.93912049569873,0.2835792284864453
Portuguese,No,80/20,Naive Bayes,Multinomial,No,Yes,78.94428152492668,1.4691043601573555
Portuguese,No,80/20,Naive Bayes,Multinomial,No,No,94.21343921073212,0.2908679524482025
Portuguese,No,80/20,Naive Bayes,Bernoulli,Yes,Yes,78.36265884652981,1.6497969890191269
Portuguese,No,80/20,Naive Bayes,Bernoulli,Yes,No,93.8362509775612,0.3100531895823426
Portuguese,No,80/20,Naive Bayes,Bernoulli,No,Yes,78.86608015640273,1.7903283296810177
Portuguese,No,80/20,Naive Bayes,Bernoulli,No,No,93.832039944655,0.23027496006593592
Portuguese,No,80/20,SVM,"Linear kernel, small C",Yes,Yes,75.41055718475073,2.1210462956439367
Portuguese,No,80/20,SVM,"Linear kernel, small C",Yes,No,94.2976598688564,0.27755061694431243
Portuguese,No,80/20,SVM,"Linear kernel, small C",No,Yes,79.49657869012708,1.4085530387392406
Portuguese,No,80/20,SVM,"Linear kernel, small C",No,No,95.11339710040306,0.26220263272185623
Portuguese,No,80/20,SVM,"Linear kernel, standard C",Yes,Yes,81.34408602150538,1.6042308762288773
Portuguese,No,80/20,SVM,"Linear kernel, standard C",Yes,No,95.22107922757625,0.2553767084045772
Portuguese,No,80/20,SVM,"Linear kernel, standard C",No,Yes,79.96578690127077,1.3762877541048073
Portuguese,No,80/20,SVM,"Linear kernel, standard C",No,No,94.67725440654515,0.2923488397926492
Portuguese,No,80/20,SVM,"Linear kernel, large C",Yes,Yes,78.07429130009776,1.5833217647142024
Portuguese,No,80/20,SVM,"Linear kernel, large C",Yes,No,94.06304517836732,0.25546831469428327
Portuguese,No,80/20,SVM,"Linear kernel, large C",No,Yes,78.6021505376344,1.6034219406423487
Portuguese,No,80/20,SVM,"Linear kernel, large C",No,No,93.49756361667569,0.3051391795562722
Portuguese,No,80/20,SVM,"RBF kernel, small C",Yes,Yes,62.12121212121212,8.64929799748178
Portuguese,No,80/20,SVM,"RBF kernel, small C",Yes,No,93.8555014137039,0.3046080864149563
Portuguese,No,80/20,SVM,"RBF kernel, small C",No,Yes,69.9902248289345,3.3080313206771477
Portuguese,No,80/20,SVM,"RBF kernel, small C",No,No,93.92107321181496,0.24885868113787396
Portuguese,No,80/20,SVM,"RBF kernel, standard C",Yes,Yes,80.82600195503422,1.526075225223426
Portuguese,No,80/20,SVM,"RBF kernel, standard C",Yes,No,95.2571737953438,0.2353746052054349
Portuguese,No,80/20,SVM,"RBF kernel, standard C",No,Yes,80.13685239491691,1.3365250027842404
Portuguese,No,80/20,SVM,"RBF kernel, standard C",No,No,95.27883053600434,0.18943572073982393
Portuguese,No,80/20,SVM,"RBF kernel, large C",Yes,Yes,81.35386119257088,1.7721608811390575
Portuguese,No,80/20,SVM,"RBF kernel, large C",Yes,No,95.27461950309812,0.31133105429834135
Portuguese,No,80/20,SVM,"RBF kernel, large C",No,Yes,80.44965786901271,1.2802012821198403
Portuguese,No,80/20,SVM,"RBF kernel, large C",No,No,95.34139445346808,0.23032616596563366
Portuguese,No,80/20,LR,"Liblinear solver, small C",Yes,Yes,78.38709677419354,1.9147344741406505
Portuguese,No,80/20,LR,"Liblinear solver, small C",Yes,No,93.97942609637249,0.304160389944052
Portuguese,No,80/20,LR,"Liblinear solver, small C",No,Yes,79.33528836754643,1.615398713607021
Portuguese,No,80/20,LR,"Liblinear solver, small C",No,No,94.834265776334,0.2325559909290193
Portuguese,No,80/20,LR,"Liblinear solver, standard C",Yes,Yes,81.03128054740958,1.3173896323097471
Portuguese,No,80/20,LR,"Liblinear solver, standard C",Yes,No,94.87457137700777,0.25221706827952783
Portuguese,No,80/20,LR,"Liblinear solver, standard C",No,Yes,81.2218963831867,1.2805486961243084
Portuguese,No,80/20,LR,"Liblinear solver, standard C",No,No,95.25175961017867,0.23736786104942095
Portuguese,No,80/20,LR,"Liblinear solver, large C",Yes,Yes,80.3763440860215,1.3663402491196854
Portuguese,No,80/20,LR,"Liblinear solver, large C",Yes,No,94.97924562353366,0.2579148716493151
Portuguese,No,80/20,LR,"Liblinear solver, large C",No,Yes,80.56207233626589,1.3780104248234977
Portuguese,No,80/20,LR,"Liblinear solver, large C",No,No,94.85231306021777,0.269969068294356
Portuguese,No,80/20,LR,"Lbfgs solver, small C",Yes,Yes,79.26686217008798,1.4771565134237574
Portuguese,No,80/20,LR,"Lbfgs solver, small C",Yes,No,93.87054081694038,0.37679314576603273
Portuguese,No,80/20,LR,"Lbfgs solver, small C",No,Yes,79.5307917888563,1.975338657958223
Portuguese,No,80/20,LR,"Lbfgs solver, small C",No,No,94.69830957107622,0.2784071610835577
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,80.96285434995112,1.6890541113955948
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",Yes,No,94.76267821692835,0.30459579585186763
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",No,Yes,81.08015640273705,1.435351591393914
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",No,No,95.20002406304518,0.27223929924619245
Portuguese,No,80/20,LR,"Lbfgs solver, large C",Yes,Yes,80.51808406647116,1.3186552221235244
Portuguese,No,80/20,LR,"Lbfgs solver, large C",Yes,No,95.10557661072009,0.2981863010537996
Portuguese,No,80/20,LR,"Lbfgs solver, large C",No,Yes,80.69403714565004,1.3588591110795853
Portuguese,No,80/20,LR,"Lbfgs solver, large C",No,No,94.9094627925164,0.3630842721764819
English,All,60/40,Naive Bayes,Multinomial,Yes,Yes,72.50355366027007,0.740064285783601
English,All,60/40,Naive Bayes,Multinomial,Yes,No,83.27176570638886,0.16553589567554394
English,All,60/40,Naive Bayes,Multinomial,No,Yes,72.6723525230988,0.5534347619002539
English,All,60/40,Naive Bayes,Multinomial,No,No,85.27302363488182,0.17688176579991816
English,All,60/40,Naive Bayes,Bernoulli,Yes,Yes,74.88552137272819,0.39184971812947283
English,All,60/40,Naive Bayes,Bernoulli,Yes,No,83.97912901739839,0.16639227956560235
English,All,60/40,Naive Bayes,Bernoulli,No,Yes,74.79794903035841,0.3819591381908034
English,All,60/40,Naive Bayes,Bernoulli,No,No,83.97337089401509,0.17109652784431365
English,All,60/40,SVM,"Linear kernel, small C",Yes,Yes,73.43512031678343,0.39268197479699035
English,All,60/40,SVM,"Linear kernel, small C",Yes,No,84.59329931611211,0.1596689277802858
English,All,60/40,SVM,"Linear kernel, small C",No,Yes,77.64925373134328,0.391052166985054
English,All,60/40,SVM,"Linear kernel, small C",No,No,86.3866446972113,0.1369694359225226
English,All,60/40,SVM,"Linear kernel, standard C",Yes,Yes,76.8199817240329,0.38407488198918416
English,All,60/40,SVM,"Linear kernel, standard C",Yes,No,86.35165302434358,0.16238966055051512
English,All,60/40,SVM,"Linear kernel, standard C",No,Yes,75.35028936947913,0.3426948059124156
English,All,60/40,SVM,"Linear kernel, standard C",No,No,85.2019772509833,0.15507685433598062
English,All,60/40,SVM,"Linear kernel, large C",Yes,Yes,72.31038684130368,0.38566677552755646
English,All,60/40,SVM,"Linear kernel, large C",Yes,No,83.72045639771801,0.16355935890018428
English,All,60/40,SVM,"Linear kernel, large C",No,Yes,71.66285917352016,0.4347271296930243
English,All,60/40,SVM,"Linear kernel, large C",No,No,82.19446511463094,0.21037097151572456
English,All,60/40,SVM,"RBF kernel, small C",Yes,Yes,66.86262564727383,1.6706422731237698
English,All,60/40,SVM,"RBF kernel, small C",Yes,No,83.38258743488892,0.1870622749782124
English,All,60/40,SVM,"RBF kernel, small C",No,Yes,70.73611534165906,0.3619898526248637
English,All,60/40,SVM,"RBF kernel, small C",No,No,83.63319868183268,0.1808791450709173
English,All,60/40,SVM,"RBF kernel, standard C",Yes,Yes,77.84876637222052,0.32119165648210407
English,All,60/40,SVM,"RBF kernel, standard C",Yes,No,86.14958718684667,0.15099014121011942
English,All,60/40,SVM,"RBF kernel, standard C",No,Yes,78.83287643415575,0.27909359716679427
English,All,60/40,SVM,"RBF kernel, standard C",No,No,85.85937776832856,0.14552749479556934
English,All,60/40,SVM,"RBF kernel, large C",Yes,Yes,77.17839374555793,0.3495918714549485
English,All,60/40,SVM,"RBF kernel, large C",Yes,No,86.57170192409907,0.12146874277582682
English,All,60/40,SVM,"RBF kernel, large C",No,Yes,77.53680576708295,0.26442481657765066
English,All,60/40,SVM,"RBF kernel, large C",No,No,86.1297438078027,0.15637017075677812
English,All,60/40,LR,"Liblinear solver, small C",Yes,Yes,75.30510711747385,0.4325749218853801
English,All,60/40,LR,"Liblinear solver, small C",Yes,No,83.81373799652741,0.15226418813192721
English,All,60/40,LR,"Liblinear solver, small C",No,Yes,77.21900700578739,0.3122470994091518
English,All,60/40,LR,"Liblinear solver, small C",No,No,85.89525530633216,0.16725507833667907
English,All,60/40,LR,"Liblinear solver, standard C",Yes,Yes,77.08142958676008,0.4427288406079898
English,All,60/40,LR,"Liblinear solver, standard C",Yes,No,85.93042415222706,0.1363897341306663
English,All,60/40,LR,"Liblinear solver, standard C",No,Yes,76.93877551020408,0.3256263002445879
English,All,60/40,LR,"Liblinear solver, standard C",No,No,86.27626590127919,0.14374328007676085
English,All,60/40,LR,"Liblinear solver, large C",Yes,Yes,75.2875926489999,0.34904663772662337
English,All,60/40,LR,"Liblinear solver, large C",Yes,No,85.83953438928458,0.1530371266561061
English,All,60/40,LR,"Liblinear solver, large C",No,Yes,74.52177886079805,0.31872967508533045
English,All,60/40,LR,"Liblinear solver, large C",No,No,84.80794443853867,0.16495813145512322
English,All,60/40,LR,"Lbfgs solver, small C",Yes,Yes,75.34597421057975,0.43226857137376273
English,All,60/40,LR,"Lbfgs solver, small C",Yes,No,83.77422841146664,0.15958196118508833
English,All,60/40,LR,"Lbfgs solver, small C",No,Yes,77.13981114833993,0.27396439346391865
English,All,60/40,LR,"Lbfgs solver, small C",No,No,85.9334360936891,0.1499331604301534
English,All,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,77.07787592649,0.31738008212242313
English,All,60/40,LR,"Lbfgs solver, standard C",Yes,No,85.97170546755962,0.13837404487192684
English,All,60/40,LR,"Lbfgs solver, standard C",No,Yes,77.00553355670627,0.29090968372809534
English,All,60/40,LR,"Lbfgs solver, standard C",No,No,86.25854859856135,0.13648279463577717
English,All,60/40,LR,"Lbfgs solver, large C",Yes,Yes,75.14240024367956,0.37319675423428117
English,All,60/40,LR,"Lbfgs solver, large C",Yes,No,85.85477126962192,0.1561618472254199
English,All,60/40,LR,"Lbfgs solver, large C",No,Yes,74.52279419230379,0.43424689236983743
English,All,60/40,LR,"Lbfgs solver, large C",No,No,84.96624853832253,0.191219993293467
English,All,70/30,Naive Bayes,Multinomial,Yes,Yes,72.63647747656276,0.6091083532610431
English,All,70/30,Naive Bayes,Multinomial,Yes,No,83.27368508084996,0.1647281000149468
English,All,70/30,Naive Bayes,Multinomial,No,Yes,73.06122448979592,0.6865602581628594
English,All,70/30,Naive Bayes,Multinomial,No,No,85.33893200099217,0.1774239464429937
English,All,70/30,Naive Bayes,Bernoulli,Yes,Yes,75.02961383558399,0.5307480467722802
English,All,70/30,Naive Bayes,Bernoulli,Yes,No,84.01722121824173,0.20957146641325733
English,All,70/30,Naive Bayes,Bernoulli,No,Yes,75.08850306291671,0.5007049073421779
English,All,70/30,Naive Bayes,Bernoulli,No,No,84.09340561992842,0.17956882568184934
English,All,70/30,SVM,"Linear kernel, small C",Yes,Yes,74.15541340914476,0.3950281981332887
English,All,70/30,SVM,"Linear kernel, small C",Yes,No,84.80056222907291,0.20439832472133532
English,All,70/30,SVM,"Linear kernel, small C",No,Yes,77.79943818323349,0.3617137581627357
English,All,70/30,SVM,"Linear kernel, small C",No,No,86.39571005043526,0.17562654237116165
English,All,70/30,SVM,"Linear kernel, standard C",Yes,Yes,77.13845737299896,0.38006582265961947
English,All,70/30,SVM,"Linear kernel, standard C",Yes,No,86.45205107307797,0.14901863362145598
English,All,70/30,SVM,"Linear kernel, standard C",No,Yes,75.64016651436694,0.361651510590743
English,All,70/30,SVM,"Linear kernel, standard C",No,No,85.30042639641874,0.2007818057214073
English,All,70/30,SVM,"Linear kernel, large C",Yes,Yes,72.45879446305885,0.495157765291273
English,All,70/30,SVM,"Linear kernel, large C",Yes,No,83.94540708455878,0.18596896403659038
English,All,70/30,SVM,"Linear kernel, large C",No,Yes,71.81372051308085,0.47014709482674694
English,All,70/30,SVM,"Linear kernel, large C",No,No,82.51951856182748,0.20995401129574626
English,All,70/30,SVM,"RBF kernel, small C",Yes,Yes,67.89318712559651,0.909162754191806
English,All,70/30,SVM,"RBF kernel, small C",Yes,No,83.51180562937765,0.15518502858028496
English,All,70/30,SVM,"RBF kernel, small C",No,Yes,71.40420347243375,0.3566850106720921
English,All,70/30,SVM,"RBF kernel, small C",No,No,83.73102772167299,0.24024798249771304
English,All,70/30,SVM,"RBF kernel, standard C",Yes,Yes,78.12231360205774,0.3864513714265391
English,All,70/30,SVM,"RBF kernel, standard C",Yes,No,86.3374791821693,0.1475372276671407
English,All,70/30,SVM,"RBF kernel, standard C",No,Yes,79.10515449961079,0.3483590138928458
English,All,70/30,SVM,"RBF kernel, standard C",No,No,85.99057439495411,0.19715674092306668
English,All,70/30,SVM,"RBF kernel, large C",Yes,Yes,77.4264730767929,0.2636888757639117
English,All,70/30,SVM,"RBF kernel, large C",Yes,No,86.63973636653556,0.17766257029308993
English,All,70/30,SVM,"RBF kernel, large C",No,Yes,77.818052594172,0.31619116049516216
English,All,70/30,SVM,"RBF kernel, large C",No,No,86.2074341802204,0.18610375566809878
English,All,70/30,LR,"Liblinear solver, small C",Yes,Yes,75.59583037194977,0.40418201193516506
English,All,70/30,LR,"Liblinear solver, small C",Yes,No,84.0657666276886,0.1875286299449272
English,All,70/30,LR,"Liblinear solver, small C",No,Yes,77.42985751514536,0.35415791299036875
English,All,70/30,LR,"Liblinear solver, small C",No,No,85.99435408620059,0.15020010879548965
English,All,70/30,LR,"Liblinear solver, standard C",Yes,Yes,77.39465935627983,0.3731957124002463
English,All,70/30,LR,"Liblinear solver, standard C",Yes,No,86.04195457283583,0.17280433071661758
English,All,70/30,LR,"Liblinear solver, standard C",No,Yes,77.19463904964971,0.3234624826248608
English,All,70/30,LR,"Liblinear solver, standard C",No,No,86.28692581174775,0.1669632308011569
English,All,70/30,LR,"Liblinear solver, large C",Yes,Yes,75.56063221308423,0.3699610132897716
English,All,70/30,LR,"Liblinear solver, large C",Yes,No,85.9109646480753,0.2047501830882221
English,All,70/30,LR,"Liblinear solver, large C",No,Yes,74.55376180322875,0.41503643974119364
English,All,70/30,LR,"Liblinear solver, large C",No,No,84.8950545102347,0.17202669656822497
English,All,70/30,LR,"Lbfgs solver, small C",Yes,Yes,75.56063221308423,0.4271262645817099
English,All,70/30,LR,"Lbfgs solver, small C",Yes,No,84.03942690431475,0.15713403442945692
English,All,70/30,LR,"Lbfgs solver, small C",No,Yes,77.38315226588148,0.41244454701028255
English,All,70/30,LR,"Lbfgs solver, small C",No,No,85.98903889538524,0.21472214173888765
English,All,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,77.39567468778556,0.37178854617225643
English,All,70/30,LR,"Lbfgs solver, standard C",Yes,No,86.04667918689393,0.20294639427042385
English,All,70/30,LR,"Lbfgs solver, standard C",No,Yes,77.34863099468643,0.40867986503773357
English,All,70/30,LR,"Lbfgs solver, standard C",No,No,86.32082491761454,0.18774138224305317
English,All,70/30,LR,"Lbfgs solver, large C",Yes,Yes,75.54506379666294,0.471021477022867
English,All,70/30,LR,"Lbfgs solver, large C",Yes,No,85.92679210516991,0.14270833297431199
English,All,70/30,LR,"Lbfgs solver, large C",No,Yes,74.91420448776526,0.39748148054358956
English,All,70/30,LR,"Lbfgs solver, large C",No,No,85.04045450787238,0.15266243538654292
English,All,80/20,Naive Bayes,Multinomial,Yes,Yes,72.79673063255153,0.703462199520778
English,All,80/20,Naive Bayes,Multinomial,Yes,No,83.39233195138372,0.23968884468758933
English,All,80/20,Naive Bayes,Multinomial,No,Yes,73.41912884556808,0.7786790699862042
English,All,80/20,Naive Bayes,Multinomial,No,No,85.41671095992346,0.2113122323256202
English,All,80/20,Naive Bayes,Bernoulli,Yes,Yes,75.30206112295664,0.5616726246553082
English,All,80/20,Naive Bayes,Bernoulli,Yes,No,84.12813153325538,0.31792243026487943
English,All,80/20,Naive Bayes,Bernoulli,No,Yes,75.11930145192406,0.5317545465523437
English,All,80/20,Naive Bayes,Bernoulli,No,No,84.17207044399561,0.29924273076310703
English,All,80/20,SVM,"Linear kernel, small C",Yes,Yes,74.50096456493046,0.5011297584404547
English,All,80/20,SVM,"Linear kernel, small C",Yes,No,84.90078310478013,0.22847725099343189
